age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
33, Local-gov,318921, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,35, United-States, <=50K
43, Private,37937, Masters, Divorced, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
68, State-gov,493363, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
68, Private,168794, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
61, Private,80896, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, India, >50K
19, ?,175495, HS-grad, Never-married, ?, Own-child, Black, Female,0,0,24, United-States, <=50K
50, Private,108933, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,2885,0,40, United-States, <=50K
51, Local-gov,387250, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
68, Private,191581, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,3273,0,40, United-States, <=50K
21, Private,205759, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private,271571, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, >50K
62, Private,149617, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,16, United-States, <=50K
52, Private,25826, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,47, United-States, >50K
47, Self-emp-not-inc,152752, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
45, Private,45857, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,28, United-States, <=50K
45, State-gov,207847, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Self-emp-inc,102226, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,73689, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States, <=50K
25, Private,112835, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private,255364, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,180758, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private,74680, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,50, United-States, >50K
24, Local-gov,203924, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
37, Local-gov,44694, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States, >50K
23, Private,197387, 5th-6th, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, Mexico, <=50K
33, Private,108328, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,6849,0,50, United-States, <=50K
49, Private,170165, HS-grad, Divorced, Machine-op-inspct, Other-relative, White, Female,0,0,55, United-States, <=50K
19, Private,63918, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private,195690, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
20, Private,116375, 9th, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private,148431, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Local-gov,212665, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,99, United-States, <=50K
57, Private,175942, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
22, Private,341610, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,35, ?, <=50K
28, Self-emp-not-inc,315417, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,2176,0,40, United-States, <=50K
28, Private,269246, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
33, Private,857532, 12th, Never-married, Protective-serv, Own-child, Black, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc,190333, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,25, United-States, <=50K
47, Self-emp-not-inc,171968, Bachelors, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,60, Thailand, <=50K
18, Private,201554, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,15, United-States, <=50K
37, Private,198841, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
62, Private,218009, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,60, United-States, >50K
18, Private,102182, 12th, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,30, United-States, <=50K
37, ?,223732, Some-college, Separated, ?, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc,42485, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
29, Private,137476, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
36, Private,129591, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private,31807, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private,225065, Preschool, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Mexico, <=50K
45, Private,37987, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
56, Private,143266, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
34, Local-gov,166545, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
19, ?,200790, 12th, Married-civ-spouse, ?, Other-relative, White, Female,15024,0,40, United-States, >50K
47, State-gov,224149, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
32, Private,146154, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, <=50K
44, Private,201599, 11th, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Private,42346, HS-grad, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,35, United-States, <=50K
28, Private,191027, Assoc-acdm, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, State-gov,104509, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
71, Private,228806, 9th, Divorced, Priv-house-serv, Not-in-family, Black, Female,0,0,6, United-States, <=50K
28, Private,303954, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1848,42, United-States, >50K
33, Self-emp-not-inc,58702, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,3103,0,50, United-States, >50K
27, Self-emp-not-inc,153546, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private,185053, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private,199085, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Local-gov,170382, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, England, >50K
29, Private,193125, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private,122412, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private,109952, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private,134886, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
30, Private,189759, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,4865,0,40, United-States, <=50K
39, Local-gov,187127, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Private,349116, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,44, United-States, <=50K
37, Federal-gov,160910, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Local-gov,203322, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
35, Private,224512, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K
19, Private,100790, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Private,31532, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
25, Private,427744, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,429346, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,40, United-States, <=50K
50, Private,398625, 11th, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Local-gov,218382, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
51, Local-gov,209320, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,3325,0,40, United-States, <=50K
57, State-gov,25045, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,2174,0,37, United-States, <=50K
30, Private,163604, Bachelors, Widowed, Prof-specialty, Unmarried, White, Female,0,0,55, United-States, >50K
53, Private,95647, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
53, Local-gov,233734, Masters, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K
22, Private,203182, Some-college, Separated, Sales, Unmarried, White, Female,0,0,43, United-States, <=50K
49, Private,122066, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,0,2603,40, Greece, <=50K
38, State-gov,149455, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Private,210626, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private,223433, Masters, Married-civ-spouse, Sales, Husband, White, Male,7688,0,50, United-States, >50K
40, Self-emp-inc,57233, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
19, Self-emp-not-inc,67929, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
42, Private,126701, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,9562,0,45, United-States, >50K
43, Private,185129, Bachelors, Divorced, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private,419732, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
38, Private,208379, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,8, United-States, <=50K
34, ?,286689, Masters, Never-married, ?, Not-in-family, White, Male,4650,0,30, United-States, <=50K
44, Private,162108, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
59, Private,170104, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
33, Private,303867, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
50, Private,192964, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,65, United-States, <=50K
22, Private,226327, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private,222596, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45, United-States, >50K
59, Private,100453, 7th-8th, Separated, Other-service, Own-child, Black, Female,0,0,38, United-States, <=50K
32, Private,175052, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private,318450, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,80, United-States, >50K
35, Private,308691, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
46, Private,106255, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,149624, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,30, United-States, <=50K
50, Private,163002, HS-grad, Separated, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
66, Private,146454, Some-college, Married-civ-spouse, Sales, Husband, White, Male,5556,0,40, United-States, >50K
37, Private,129263, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,60, United-States, <=50K
34, Federal-gov,198265, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
72, Self-emp-inc,473748, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, >50K
32, ?,251612, 5th-6th, Never-married, ?, Unmarried, White, Female,0,0,45, Mexico, <=50K
72, Private,177769, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States, <=50K
47, Self-emp-not-inc,173613, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,65, United-States, <=50K
41, Private,255044, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States, <=50K
33, Private,221196, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private,112660, 9th, Divorced, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
59, Federal-gov,115389, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States, <=50K
25, Local-gov,117833, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
27, Private,186454, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,13550,0,40, United-States, >50K
48, Private,67725, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
40, Private,33331, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
38, Self-emp-not-inc,93206, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,65, United-States, >50K
18, Private,426895, 12th, Never-married, Farming-fishing, Own-child, White, Male,0,0,55, United-States, <=50K
38, Private,283122, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc,288486, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private,179666, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,30, Canada, <=50K
45, Private,186473, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private,248445, HS-grad, Separated, Transport-moving, Other-relative, White, Male,0,0,60, Mexico, <=50K
63, Private,30813, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
65, Self-emp-not-inc,37092, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,25, United-States, <=50K
19, Private,181572, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
57, Private,135796, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,48, United-States, <=50K
24, State-gov,154432, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
51, Private,137253, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
37, Private,119098, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
